,Stance,Relevancy,,
33421,unrelated,0.4641355872,1,
33422,unrelated,0.4519837201,1,
33423,discuss,0.5130274892,0,
33424,unrelated,0.4648997784,1,
33425,unrelated,0.4105114341,1,
33426,unrelated,0.3797956705,1,
33427,unrelated,0.3769641817,1,
33428,unrelated,0.3508536816,1,
33429,discuss,0.4255728126,0,
33430,discuss,0.535015583,0,
33431,unrelated,0.3288721144,1,
33432,unrelated,0.3268682659,1,
33433,discuss,0.6905625463,1,
33434,unrelated,0.5196461678,1,
33435,agree,0.6537815928,1,
33436,discuss,0.3915325403,0,
33437,unrelated,0.5626382232,1,
33438,discuss,0.664925456,1,
33439,discuss,0.3995582461,0,
33440,unrelated,0.5147929788,1,
33441,unrelated,0.4408210218,1,
33442,disagree,0.652318418,1,
33443,unrelated,0.421877116,1,
33444,discuss,0.5191882849,0,
33445,discuss,0.4520502985,0,
33446,unrelated,0.3164956868,1,
33447,unrelated,0.4240913987,1,
33448,discuss,0.6433775425,1,
33449,unrelated,0.3784731925,1,
33450,unrelated,0.4624329805,1,
33451,unrelated,0.4283049107,1,
33452,unrelated,0.481066376,1,
33453,unrelated,0.4142810106,1,
33454,unrelated,0.5687836409,1,
33455,unrelated,0.3626978695,1,
33456,unrelated,0.2414941043,1,
33457,discuss,0.5139982104,0,
33458,discuss,0.5926697254,0,
33459,unrelated,0.2797134519,1,
33460,disagree,0.7929978967,1,
33461,discuss,0.5044874549,0,
33462,unrelated,0.3778158724,1,
33463,discuss,0.5897069573,0,
33464,agree,0.838329792,1,
33465,unrelated,0.3260434866,1,
33466,unrelated,0.2815785408,1,
33467,unrelated,0.4149276614,1,
33468,unrelated,0.3822044134,1,
33469,unrelated,0.321549207,1,
33470,unrelated,0.4057233334,1,
33471,discuss,0.6640952826,1,
33472,unrelated,0.4931201637,1,
33473,discuss,0.681307435,1,
33474,unrelated,0.3176242411,1,
33475,unrelated,0.37821275,1,
33476,unrelated,0.2623792291,1,
33477,unrelated,0.3188115358,1,
33478,discuss,0.7444425821,1,
33479,unrelated,0.4080722928,1,
33480,unrelated,0.477252394,1,
33481,unrelated,0.3263542056,1,
33482,unrelated,0.484104991,1,
33483,unrelated,0.3766416609,1,
33484,agree,0.5364535451,0,
33485,agree,0.8737869263,1,
33486,unrelated,0.3491434455,1,
33487,unrelated,0.2330583185,1,
33488,unrelated,0.3888497055,1,
33489,unrelated,0.2995682657,1,
33490,unrelated,0.3772955239,1,
33491,unrelated,0.4047479331,1,
33492,unrelated,0.366355449,1,
33493,agree,0.5975654721,0,
33494,discuss,0.1547654718,0,
33495,unrelated,0.5334751606,1,
33496,unrelated,0.3487230241,1,
33497,unrelated,0.4510305822,1,
33498,discuss,0.620593369,1,
33499,unrelated,0.4231980741,1,
33500,unrelated,0.40280056,1,
33501,unrelated,0.3536300063,1,
33502,unrelated,0.2650784552,1,
33503,unrelated,0.3949700594,1,
33504,discuss,0.6095498204,1,
33505,unrelated,0.3797923326,1,
33506,unrelated,0.4339004755,1,
33507,unrelated,0.6605153084,0,
33508,unrelated,0.4131851494,1,
33509,unrelated,0.3184180558,1,
33510,discuss,0.7329666615,1,
33511,unrelated,0.5122229457,1,
33512,discuss,0.5290859938,0,
33513,unrelated,0.3399637341,1,
33514,unrelated,0.4070613086,1,
33515,unrelated,0.2914694548,1,
33516,unrelated,0.3246096075,1,
33517,unrelated,0.5041781664,1,
33518,unrelated,0.3724684119,1,
33519,unrelated,0.4184172451,1,
33520,unrelated,0.3506936431,1,
33521,unrelated,0.3863707483,1,
33522,discuss,0.7073335052,1,
33523,unrelated,0.4011248052,1,
33524,discuss,0.6163054705,1,
33525,unrelated,0.2641976774,1,
33526,unrelated,0.3598727286,1,
33527,discuss,0.6904788613,1,
33528,unrelated,0.4205605686,1,
33529,unrelated,0.4013983905,1,
33530,discuss,0.6322798729,1,
33531,discuss,0.4755343199,0,
33532,unrelated,0.3990857303,1,
33533,unrelated,0.3316283226,1,
33534,unrelated,0.294482857,1,
33535,discuss,0.7085134387,1,
33536,unrelated,0.301952064,1,
33537,unrelated,0.3417807817,1,
33538,unrelated,0.4911969602,1,
33539,unrelated,0.2421190739,1,
33540,unrelated,0.4339700937,1,
33541,agree,0.6637746692,1,
33542,disagree,0.3345682621,0,
33543,unrelated,0.3681090474,1,
33544,discuss,0.5388636589,0,
33545,unrelated,0.4180518389,1,
33546,unrelated,0.5532522202,1,
33547,unrelated,0.2644595504,1,
33548,unrelated,0.3536658287,1,
33549,unrelated,0.3600443006,1,
33550,discuss,0.3874089718,0,
33551,unrelated,0.375440836,1,
33552,unrelated,0.3386605084,1,
33553,unrelated,0.3987352848,1,
33554,discuss,0.7212826014,1,
33555,unrelated,0.3291380107,1,
33556,agree,0.7676938176,1,
33557,discuss,0.5823613405,0,
33558,unrelated,0.4226665497,1,
33559,unrelated,0.2976644337,1,
33560,unrelated,0.4546921253,1,
33561,unrelated,0.7369431853,0,
33562,discuss,0.6003351212,1,
33563,unrelated,0.3556997478,1,
33564,discuss,0.1405979097,0,
33565,unrelated,0.3540266752,1,
33566,unrelated,0.3572085798,1,
33567,unrelated,0.6981400847,0,
33568,unrelated,0.4435404539,1,
33569,agree,0.491338253,0,
33570,unrelated,0.4042701125,1,
33571,unrelated,0.4410844147,1,
33572,unrelated,0.4655020237,1,
33573,unrelated,0.5389817953,1,
33574,discuss,0.5869508982,0,
33575,unrelated,0.3322752714,1,
33576,unrelated,0.234221369,1,
33577,unrelated,0.4331664443,1,
33578,discuss,0.3837451935,0,
33579,unrelated,0.3451776803,1,
33580,discuss,0.7548448443,1,
33581,unrelated,0.4511661232,1,
33582,unrelated,0.3961151838,1,
33583,unrelated,0.3383963406,1,
33584,disagree,0.4187922478,0,
33585,unrelated,0.4747745395,1,
33586,unrelated,0.440828383,1,
33587,unrelated,0.3483682573,1,
33588,unrelated,0.3087577224,1,
33589,unrelated,0.4844756424,1,
33590,unrelated,0.4109146297,1,
33591,unrelated,0.2703540027,1,
33592,discuss,0.4538745284,0,
33593,discuss,0.491699785,0,
33594,discuss,0.6797816753,1,
33595,unrelated,0.3469474912,1,
33596,unrelated,0.5209682584,1,
33597,unrelated,0.3048191369,1,
33598,unrelated,0.2709208727,1,
33599,disagree,0.593344748,0,
33600,discuss,0.630358696,1,
33601,unrelated,0.4351173043,1,
33602,unrelated,0.4545580745,1,
33603,unrelated,0.4124861956,1,
33604,unrelated,0.4276888669,1,
33605,unrelated,0.3522535861,1,
33606,unrelated,0.6200380325,0,
33607,unrelated,0.3956002295,1,
33608,discuss,0.7362992167,1,
33609,unrelated,0.3003396392,1,
33610,unrelated,0.3537204862,1,
33611,unrelated,0.4514673054,1,
33612,unrelated,0.3135605752,1,
33613,unrelated,0.3115564883,1,
33614,unrelated,0.4956789017,1,
33615,unrelated,0.2782202363,1,
33616,unrelated,0.2639736235,1,
33617,unrelated,0.4218046367,1,
33618,agree,0.4877397418,0,
33619,unrelated,0.3395575583,1,
33620,unrelated,0.3543843031,1,
33621,discuss,0.5075415969,0,
33622,unrelated,0.5252997279,1,
33623,unrelated,0.5060477853,1,
33624,unrelated,0.4981175661,1,
33625,unrelated,0.4514953494,1,
33626,discuss,0.6953603029,1,
33627,unrelated,0.6142562628,0,
33628,unrelated,0.2859675586,1,
33629,discuss,0.587009728,0,
33630,unrelated,0.3038059473,1,
33631,unrelated,0.425234139,1,
33632,unrelated,0.2639453709,1,
33633,unrelated,0.371863544,1,
33634,unrelated,0.3009348512,1,
33635,unrelated,0.3198181987,1,
33636,unrelated,0.4452216029,1,
33637,unrelated,0.5445249081,1,
33638,unrelated,0.4267415404,1,
33639,unrelated,0.3077563345,1,
33640,discuss,0.1564824879,0,
33641,agree,0.6922369599,1,
33642,unrelated,0.4142754078,1,
33643,unrelated,0.5200466514,1,
33644,unrelated,0.3050243258,1,
33645,unrelated,0.5046989322,1,
33646,discuss,0.7745388746,1,
33647,unrelated,0.4011822939,1,
33648,discuss,0.7187382579,1,
33649,unrelated,0.3897644579,1,
33650,discuss,0.2295411229,0,
33651,unrelated,0.4375727475,1,
33652,disagree,0.5691046119,0,
33653,agree,0.4250075519,0,
33654,unrelated,0.4648792744,1,
33655,unrelated,0.2729907334,1,
33656,unrelated,0.4520529509,1,
33657,unrelated,0.3016221523,1,
33658,unrelated,0.5849712491,1,
33659,discuss,0.6154782772,1,
33660,unrelated,0.299667567,1,
33661,unrelated,0.3754507303,1,
33662,discuss,0.5744820237,0,
33663,agree,0.4289795756,0,
33664,unrelated,0.4484675229,1,
33665,unrelated,0.440985769,1,
33666,unrelated,0.4372329116,1,
33667,unrelated,0.4262887537,1,
33668,unrelated,0.5008748174,1,
33669,discuss,0.3885370493,0,
33670,unrelated,0.5130575895,1,
33671,unrelated,0.2949891686,1,
33672,unrelated,0.3806970716,1,
33673,unrelated,0.2781331539,1,
33674,unrelated,0.3369093239,1,
33675,unrelated,0.3885532618,1,
33676,unrelated,0.4334413409,1,
33677,unrelated,0.4650010765,1,
33678,discuss,0.5262197852,0,
33679,discuss,0.5979219079,0,
33680,unrelated,0.4874744713,1,
33681,agree,0.7374204397,1,
33682,unrelated,0.4176159203,1,
33683,unrelated,0.5195505023,1,
33684,agree,0.7530953288,1,
33685,unrelated,0.2219687104,1,
33686,discuss,0.654914856,1,
33687,agree,0.4203304052,0,
33688,discuss,0.4010408521,0,
33689,agree,0.6681910753,1,
33690,unrelated,0.3828749061,1,
33691,unrelated,0.4995534718,1,
33692,unrelated,0.3323139846,1,
33693,unrelated,0.4481467605,1,
33694,unrelated,0.3324432075,1,
33695,unrelated,0.4993628561,1,
33696,unrelated,0.3791563213,1,
33697,discuss,0.4045934379,0,
33698,unrelated,0.3703776002,1,
33699,unrelated,0.3247175217,1,
33700,unrelated,0.4952902198,1,
33701,unrelated,0.5646201372,1,
33702,discuss,0.5810806751,0,
33703,unrelated,0.3398327231,1,
33704,unrelated,0.314899832,1,
33705,unrelated,0.3271284401,1,
33706,unrelated,0.417368114,1,
33707,unrelated,0.3103658855,1,
33708,unrelated,0.3666979969,1,
33709,discuss,0.628857851,1,
33710,unrelated,0.4553227425,1,
33711,unrelated,0.2331112027,1,
33712,unrelated,0.3568926752,1,
33713,unrelated,0.4090514183,1,
33714,unrelated,0.3999582827,1,
33715,agree,0.5600293875,0,
33716,unrelated,0.3894575834,1,
33717,unrelated,0.2472671717,1,
33718,discuss,0.6511301398,1,
33719,unrelated,0.2582114041,1,
33720,unrelated,0.4613824487,1,
33721,unrelated,0.3704117537,1,
33722,agree,0.6575214863,1,
33723,unrelated,0.3736141026,1,
33724,discuss,0.5376908779,0,
33725,discuss,0.7021856904,1,
33726,unrelated,0.2932793498,1,
33727,unrelated,0.2401799858,1,
33728,unrelated,0.2162408531,1,
33729,unrelated,0.5254486203,1,
33730,unrelated,0.3862433732,1,
33731,unrelated,0.5849340558,1,
33732,discuss,0.743193686,1,
33733,unrelated,0.1833172292,1,
33734,discuss,0.6914398074,1,
33735,unrelated,0.2681300342,1,
33736,discuss,0.640614152,1,
33737,unrelated,0.5338986516,1,
33738,unrelated,0.4328774512,1,
33739,agree,0.6160665751,1,
33740,unrelated,0.364518702,1,
33741,unrelated,0.4264705181,1,
33742,unrelated,0.3960070908,1,
33743,unrelated,0.1771513373,1,
33744,discuss,0.6967722178,1,
33745,unrelated,0.3537081778,1,
33746,unrelated,0.7095995545,0,
33747,unrelated,0.2751360834,1,
33748,agree,0.6893629432,1,
33749,discuss,0.4988466799,0,
33750,unrelated,0.3850487471,1,
33751,unrelated,0.4679504037,1,
33752,unrelated,0.4535006583,1,
33753,discuss,0.5392909646,0,
33754,unrelated,0.4603250325,1,
33755,discuss,0.6426681876,1,
33756,unrelated,0.4335264862,1,
33757,discuss,0.7239512205,1,
33758,unrelated,0.3449807465,1,
33759,unrelated,0.6202048659,0,
33760,agree,0.6346515417,1,
33761,unrelated,0.4582576752,1,
33762,unrelated,0.4911193848,1,
33763,unrelated,0.4069819748,1,
33764,unrelated,0.2593111098,1,
33765,unrelated,0.3404159844,1,
33766,discuss,0.5246795416,0,
33767,unrelated,0.3740106523,1,
33768,unrelated,0.5586873889,1,
33769,unrelated,0.4540195763,1,
33770,unrelated,0.4491366446,1,
33771,unrelated,0.2633121312,1,
33772,unrelated,0.4697667658,1,
33773,unrelated,0.3183479905,1,
33774,unrelated,0.3944886923,1,
33775,discuss,0.5456890464,0,
33776,unrelated,0.3157162368,1,
33777,unrelated,0.3271540701,1,
33778,unrelated,0.2626413405,1,
33779,unrelated,0.555285275,1,
33780,unrelated,0.2960471213,1,
33781,unrelated,0.3939644992,1,
33782,discuss,0.533737123,0,
33783,unrelated,0.3432393372,1,
33784,discuss,0.5873979926,0,
33785,unrelated,0.419529438,1,
33786,unrelated,0.3604846597,1,
33787,discuss,0.7997707725,1,
33788,unrelated,0.4436594248,1,
33789,unrelated,0.2204212099,1,
33790,unrelated,0.301650852,1,
33791,unrelated,0.5751178265,1,
33792,unrelated,0.3326895535,1,
33793,unrelated,0.3258692026,1,
33794,unrelated,0.3631805182,1,
33795,unrelated,0.5231665373,1,
33796,unrelated,0.5057628155,1,
33797,discuss,0.5056349635,0,
33798,unrelated,0.4470305145,1,
33799,discuss,0.5708388686,0,
33800,discuss,0.6024431586,1,
33801,unrelated,0.4684035778,1,
33802,unrelated,0.5186510086,1,
33803,disagree,0.5378346443,0,
33804,discuss,0.4587222338,0,
33805,unrelated,0.3904265761,1,
33806,unrelated,0.3371208906,1,
33807,discuss,0.7001432776,1,
33808,discuss,0.6436932087,1,
33809,unrelated,0.4440769255,1,
33810,unrelated,0.4948346019,1,
33811,unrelated,0.4317496419,1,
33812,unrelated,0.3876692057,1,
33813,agree,0.5330627561,0,
33814,unrelated,0.3879698217,1,
33815,discuss,0.6313710809,1,
33816,unrelated,0.4486308098,1,
33817,unrelated,0.5296185017,1,
33818,discuss,0.2702176571,0,
33819,unrelated,0.4211796522,1,
33820,unrelated,0.4010676742,1,
33821,discuss,0.6066767573,1,
33822,unrelated,0.3017274737,1,
33823,unrelated,0.2889965177,1,
33824,unrelated,0.3087379336,1,
33825,discuss,0.7488189936,1,
33826,discuss,0.5381144285,0,
33827,unrelated,0.3945929706,1,
33828,unrelated,0.4816192985,1,
33829,discuss,0.7666870952,1,
33830,unrelated,0.2384712398,1,
33831,unrelated,0.3365031779,1,
33832,discuss,0.5121607184,0,
33833,unrelated,0.2556848228,1,
33834,unrelated,0.4684375226,1,
33835,unrelated,0.3448733985,1,
33836,discuss,0.7256836295,1,
33837,unrelated,0.3970251083,1,
33838,unrelated,0.3549278378,1,
33839,unrelated,0.374376446,1,
33840,unrelated,0.5582670569,1,
33841,discuss,0.4345183969,0,
33842,discuss,0.4369565845,0,
33843,discuss,0.5578966141,0,
33844,unrelated,0.3847911358,1,
33845,unrelated,0.2287786454,1,
33846,unrelated,0.4484556913,1,
33847,unrelated,0.3571486175,1,
33848,unrelated,0.5747942328,1,
33849,unrelated,0.4762839675,1,
33850,unrelated,0.5077898502,1,
33851,unrelated,0.2799000144,1,
33852,unrelated,0.3868102729,1,
33853,unrelated,0.5510948896,1,
33854,unrelated,0.3638397753,1,
33855,unrelated,0.2929435968,1,
33856,discuss,0.7313459516,1,
33857,unrelated,0.298235327,1,
33858,unrelated,0.3651248813,1,
33859,unrelated,0.2666479349,1,
33860,unrelated,0.3957000673,1,
33861,unrelated,0.3556122184,1,
33862,unrelated,0.3931875825,1,
33863,unrelated,0.4526637495,1,
33864,unrelated,0.3934133947,1,
33865,unrelated,0.3572047651,1,
33866,unrelated,0.4765813947,1,
33867,unrelated,0.3235085905,1,
33868,unrelated,0.4086233377,1,
33869,unrelated,0.4910853207,1,
33870,unrelated,0.4925900996,1,
33871,discuss,0.6177430749,1,
33872,unrelated,0.46786955,1,
33873,unrelated,0.5223146677,1,
33874,unrelated,0.3516197503,1,
33875,unrelated,0.4482992887,1,
33876,unrelated,0.4272065461,1,
33877,unrelated,0.288554132,1,
33878,unrelated,0.405161649,1,
33879,agree,0.4475064874,0,
33880,unrelated,0.4500148892,1,
33881,unrelated,0.4298524261,1,
33882,unrelated,0.4701428115,1,
33883,unrelated,0.3216824532,1,
33884,unrelated,0.4814799726,1,
33885,unrelated,0.3833160996,1,
33886,discuss,0.7366883159,1,
33887,unrelated,0.1731496751,1,
33888,discuss,0.5839083791,0,
33889,unrelated,0.2683972418,1,
33890,discuss,0.5408273935,0,
33891,unrelated,0.4940286577,1,
33892,discuss,0.7123402357,1,
33893,discuss,0.5955096483,0,
33894,discuss,0.6695967317,1,
33895,unrelated,0.3429952562,1,
33896,discuss,0.730271697,1,
33897,discuss,0.6376135349,1,
33898,unrelated,0.5202535391,1,
33899,discuss,0.4650767744,0,
33900,unrelated,0.4161385298,1,
33901,unrelated,0.3777582049,1,
33902,unrelated,0.3212180138,1,
33903,unrelated,0.6346789598,0,
33904,unrelated,0.5276138186,1,
33905,agree,0.668394804,1,
33906,unrelated,0.3272357881,1,
33907,unrelated,0.3811518848,1,
33908,unrelated,0.2969869375,1,
33909,unrelated,0.4132888913,1,
33910,unrelated,0.4307463169,1,
33911,unrelated,0.3127235174,1,
33912,unrelated,0.4293608963,1,
33913,discuss,0.6978063583,1,
33914,unrelated,0.3514276147,1,
33915,unrelated,0.523514092,1,
33916,unrelated,0.4697700739,1,
33917,unrelated,0.3926844001,1,
33918,unrelated,0.4618985057,1,
33919,unrelated,0.3395306468,1,
33920,discuss,0.6330516338,1,
33921,unrelated,0.3880850375,1,
33922,unrelated,0.4692503214,1,
33923,unrelated,0.2979647219,1,
33924,unrelated,0.4461400807,1,
33925,unrelated,0.4466154277,1,
33926,unrelated,0.5289899707,1,
33927,discuss,0.642198801,1,
33928,unrelated,0.4424343705,1,
33929,agree,0.5421655178,0,
33930,unrelated,0.3737611175,1,
33931,unrelated,0.4070206285,1,
33932,unrelated,0.4625221789,1,
33933,unrelated,0.4614462852,1,
33934,unrelated,0.2366469502,1,
33935,unrelated,0.281355679,1,
33936,unrelated,0.4587202072,1,
33937,unrelated,0.4660350084,1,
33938,unrelated,0.4716912508,1,
33939,unrelated,0.3331205249,1,
33940,unrelated,0.5086559653,1,
33941,unrelated,0.2823502719,1,
33942,unrelated,0.3478657901,1,
33943,unrelated,0.2479445338,1,
33944,unrelated,0.5235239267,1,
33945,discuss,0.6543833017,1,
33946,unrelated,0.3554743528,1,
33947,unrelated,0.2270397246,1,
33948,unrelated,0.3406793773,1,
33949,agree,0.620881319,1,
33950,unrelated,0.3162195981,1,
33951,unrelated,0.3868079185,1,
33952,unrelated,0.3480204642,1,
33953,unrelated,0.3341662288,1,
33954,unrelated,0.3261016905,1,
33955,discuss,0.675168395,1,
33956,discuss,0.5201183558,0,
33957,unrelated,0.3263856471,1,
33958,unrelated,0.2438054979,1,
33959,unrelated,0.2084186375,1,
33960,discuss,0.6486184001,1,
33961,unrelated,0.2879155874,1,
33962,unrelated,0.5110993385,1,
33963,discuss,0.7124474645,1,
33964,unrelated,0.5512479544,1,
33965,unrelated,0.4214183986,1,
33966,unrelated,0.319917053,1,
33967,unrelated,0.6029800773,0,
33968,unrelated,0.4160671532,1,
33969,discuss,0.6841329336,1,
33970,unrelated,0.3569039702,1,
33971,discuss,0.5446012616,0,
33972,unrelated,0.3690920174,1,
33973,unrelated,0.3597873151,1,
33974,unrelated,0.2243772745,1,
33975,unrelated,0.4103040695,1,
33976,agree,0.6813457012,1,
33977,unrelated,0.2915570736,1,
33978,discuss,0.7486618161,1,
33979,unrelated,0.3808020353,1,
33980,agree,0.5856675506,0,
33981,agree,0.4239883125,0,
33982,unrelated,0.4618001878,1,
33983,unrelated,0.4136118889,1,
33984,unrelated,0.4738282561,1,
33985,unrelated,0.5610539913,1,
33986,unrelated,0.4009048939,1,
33987,unrelated,0.5482473373,1,
33988,discuss,0.5221611261,0,
33989,unrelated,0.2882135212,1,
33990,unrelated,0.3138819039,1,
33991,discuss,0.6376377344,1,
33992,discuss,0.5325653553,0,
33993,discuss,0.5538243651,0,
33994,discuss,0.3989281654,0,
33995,discuss,0.345751822,0,
33996,unrelated,0.4355681837,1,
33997,unrelated,0.3503433466,1,
33998,unrelated,0.5449439287,1,
33999,discuss,0.775008738,1,
34000,unrelated,0.3293384314,1,
34001,unrelated,0.3166618347,1,
34002,unrelated,0.3137245774,1,
34003,unrelated,0.4542358816,1,
34004,unrelated,0.3161527812,1,
34005,unrelated,0.2586730719,1,
34006,unrelated,0.2835145295,1,
34007,unrelated,0.3563892543,1,
34008,unrelated,0.3244807422,1,
34009,unrelated,0.4709546268,1,
34010,unrelated,0.414133966,1,
34011,unrelated,0.3978101313,1,
34012,agree,0.6837918758,1,
34013,unrelated,0.3933828473,1,
34014,agree,0.6644307971,1,
34015,discuss,0.7095020413,1,
34016,unrelated,0.2629489899,1,
34017,discuss,0.5895364881,0,
34018,agree,0.5355258584,0,
34019,discuss,0.7263500094,1,
34020,unrelated,0.4258324802,1,
34021,discuss,0.5527807474,0,
34022,unrelated,0.3977394104,1,
34023,unrelated,0.2537082732,1,
34024,unrelated,0.2659861147,1,
34025,unrelated,0.3419233263,1,
34026,unrelated,0.3707173765,1,
34027,unrelated,0.4542725682,1,
34028,disagree,0.6428468823,1,
34029,unrelated,0.4088528156,1,
34030,unrelated,0.3722418249,1,
34031,unrelated,0.3908936679,1,
34032,discuss,0.7538989782,1,
34033,discuss,0.6253629923,1,
34034,discuss,0.5187330246,0,
34035,unrelated,0.39753142,1,
34036,unrelated,0.3888265491,1,
34037,agree,0.5918286443,0,
34038,agree,0.6072858572,1,
34039,discuss,0.5917867422,0,
34040,agree,0.6702939272,1,
34041,agree,0.7356953025,1,
34042,discuss,0.6927387118,1,
34043,unrelated,0.3386619389,1,
34044,unrelated,0.3879528642,1,
34045,unrelated,0.2133908123,1,
34046,agree,0.6742123961,1,
34047,discuss,0.7394815683,1,
34048,unrelated,0.3818235397,1,
34049,discuss,0.5577363968,0,
34050,unrelated,0.3192450106,1,
34051,unrelated,0.3156265616,1,
34052,discuss,0.7508138418,1,
34053,unrelated,0.6377977133,0,
34054,agree,0.6193491817,1,
34055,unrelated,0.4291753471,1,
34056,unrelated,0.3322775066,1,
34057,discuss,0.3871502578,0,
34058,unrelated,0.4966542423,1,
34059,unrelated,0.4280608296,1,
34060,unrelated,0.389806658,1,
34061,unrelated,0.4617753029,1,
34062,unrelated,0.3051234186,1,
34063,unrelated,0.4395533204,1,
34064,unrelated,0.4122582376,1,
34065,unrelated,0.3505696952,1,
34066,unrelated,0.3268285394,1,
34067,unrelated,0.2843629122,1,
34068,discuss,0.5730878115,0,
34069,unrelated,0.2213668823,1,
34070,unrelated,0.4263795614,1,
34071,unrelated,0.4428444505,1,
34072,unrelated,0.3106820583,1,
34073,unrelated,0.2126512527,1,
34074,unrelated,0.3129042685,1,
34075,disagree,0.5430366993,0,
34076,unrelated,0.3304262757,1,
34077,unrelated,0.4057509601,1,
34078,unrelated,0.3577090204,1,
34079,unrelated,0.2753540277,1,
34080,agree,0.6467148066,1,
34081,discuss,0.5265535116,0,
34082,unrelated,0.4997577071,1,
34083,unrelated,0.4166360199,1,
34084,unrelated,0.3720032871,1,
34085,unrelated,0.4285289943,1,
34086,agree,0.7116106749,1,
34087,unrelated,0.3048119545,1,
34088,unrelated,0.6638243794,0,
34089,unrelated,0.4906346798,1,
34090,agree,0.5298037529,0,
34091,unrelated,0.3220134676,1,
34092,unrelated,0.4026116431,1,
34093,unrelated,0.516449213,1,
34094,unrelated,0.5109075904,1,
34095,unrelated,0.398781687,1,
34096,unrelated,0.3502911329,1,
34097,unrelated,0.369520098,1,
34098,agree,0.5996246934,0,
34099,unrelated,0.2862150967,1,
34100,unrelated,0.3349071145,1,
34101,unrelated,0.2716373801,1,
34102,discuss,0.6185430884,1,
34103,unrelated,0.3737033904,1,
34104,unrelated,0.3325131536,1,
34105,unrelated,0.3248489201,1,
34106,unrelated,0.4245413244,1,
34107,unrelated,0.3081716597,1,
34108,agree,0.3560856581,0,
34109,unrelated,0.3743653893,1,
34110,unrelated,0.4827643037,1,
34111,discuss,0.8121699691,1,
34112,discuss,0.5117496848,0,
34113,unrelated,0.5734068751,1,
34114,agree,0.4466565251,0,
34115,unrelated,0.3325279057,1,
34116,unrelated,0.4367762208,1,
34117,discuss,0.7423859835,1,
34118,unrelated,0.2827711999,1,
34119,unrelated,0.4637997448,1,
34120,discuss,0.4905850589,0,
34121,unrelated,0.474172622,1,
34122,unrelated,0.411819458,1,
34123,unrelated,0.3778581023,1,
34124,unrelated,0.5828666687,1,
34125,unrelated,0.347076118,1,
34126,unrelated,0.4358509183,1,
34127,unrelated,0.3043866754,1,
34128,unrelated,0.547385931,1,
34129,unrelated,0.5043283701,1,
34130,unrelated,0.27040869,1,
34131,unrelated,0.5189818144,1,
34132,agree,0.4438786209,0,
34133,unrelated,0.423594594,1,
34134,unrelated,0.3511908948,1,
34135,unrelated,0.4989151359,1,
34136,discuss,0.3381667733,0,
34137,unrelated,0.3537627459,1,
34138,discuss,0.5407549143,0,
34139,agree,0.5507066846,0,
34140,unrelated,0.3210243285,1,
34141,unrelated,0.3098808229,1,
34142,agree,0.5528572798,0,
34143,discuss,0.6269751191,1,
34144,unrelated,0.4229040742,1,
34145,agree,0.6846105456,1,
34146,unrelated,0.3847432733,1,
34147,unrelated,0.5163665414,1,
34148,unrelated,0.3854017854,1,
34149,unrelated,0.5697661638,1,
34150,unrelated,0.3685839474,1,
34151,unrelated,0.3636235595,1,
34152,unrelated,0.2074529678,1,
34153,unrelated,0.4025009274,1,
34154,unrelated,0.2690671384,1,
34155,unrelated,0.424810499,1,
34156,unrelated,0.4080730081,1,
34157,discuss,0.4420618117,0,
34158,unrelated,0.4103274047,1,
34159,discuss,0.7688282132,1,
34160,unrelated,0.3709585071,1,
34161,unrelated,0.4855940044,1,
34162,unrelated,0.3029159606,1,
34163,discuss,0.5883915424,0,
34164,discuss,0.6698594093,1,
34165,unrelated,0.3774877489,1,
34166,unrelated,0.3958465457,1,
34167,discuss,0.64898175,1,
34168,unrelated,0.3700476587,1,
34169,discuss,0.6970101595,1,
34170,unrelated,0.3291327357,1,
34171,unrelated,0.2674744427,1,
34172,unrelated,0.3615786731,1,
34173,unrelated,0.4415058196,1,
34174,discuss,0.6404479742,1,
34175,unrelated,0.3181120455,1,
34176,unrelated,0.3275365829,1,
34177,discuss,0.2281489372,0,
34178,unrelated,0.358961463,1,
34179,discuss,0.4519745409,0,
34180,unrelated,0.3864404261,1,
34181,unrelated,0.4765395224,1,
34182,unrelated,0.4566242695,1,
34183,unrelated,0.4680059552,1,
34184,unrelated,0.2901749015,1,
34185,unrelated,0.4035925865,1,
34186,unrelated,0.3923374414,1,
34187,unrelated,0.2983106971,1,
34188,unrelated,0.5058175921,1,
34189,discuss,0.7073455453,1,
34190,unrelated,0.3957868814,1,
34191,unrelated,0.4892306328,1,
34192,unrelated,0.3276010454,1,
34193,unrelated,0.5319446921,1,
34194,unrelated,0.3873672783,1,
34195,unrelated,0.3290019929,1,
34196,unrelated,0.2933570445,1,
34197,unrelated,0.5133516192,1,
34198,unrelated,0.5158748031,1,
34199,unrelated,0.5380933285,1,
34200,unrelated,0.5418989062,1,
34201,discuss,0.5768997073,0,
34202,unrelated,0.3805004954,1,
34203,discuss,0.5260729194,0,
34204,discuss,0.5918381214,0,
34205,unrelated,0.4161778688,1,
34206,unrelated,0.3418006897,1,
34207,unrelated,0.2105191648,1,
34208,unrelated,0.4037264884,1,
34209,unrelated,0.3070136905,1,
34210,discuss,0.675168395,1,
34211,unrelated,0.3937168121,1,
34212,unrelated,0.2726816237,1,
34213,unrelated,0.3745566308,1,
34214,discuss,0.1590074301,0,
34215,unrelated,0.5649887323,1,
