"","x"
"3550","agree"
"3551","agree"
"3552","agree"
"3553","agree"
"3554","agree"
"3555","agree"
"3556","agree"
"3557","agree"
"3558","agree"
"3559","disagree"
"3560","agree"
"3561","agree"
"3562","agree"
"3563","agree"
"3564","agree"
"3565","agree"
"3566","agree"
"3567","agree"
"3568","agree"
"3569","agree"
"3570","agree"
"3571","agree"
"3572","agree"
"3573","agree"
"3574","agree"
"3575","agree"
"3576","disagree"
"3577","agree"
"3578","disagree"
"3579","agree"
"3580","agree"
"3581","agree"
"3582","disagree"
"3583","agree"
"3584","agree"
"3585","agree"
"3586","agree"
"3587","agree"
"3588","agree"
"3589","agree"
"3590","agree"
"3591","agree"
"3592","disagree"
"3593","agree"
"3594","agree"
"3595","disagree"
"3596","agree"
"3597","agree"
"3598","agree"
"3599","disagree"
"3600","agree"
"3601","agree"
"3602","agree"
"3603","agree"
"3604","agree"
"3605","agree"
"3606","agree"
"3607","agree"
"3608","agree"
"3609","agree"
"3610","agree"
"3611","agree"
"3612","agree"
"3613","agree"
"3614","agree"
"3615","agree"
"3616","agree"
"3617","agree"
"3618","agree"
"3619","agree"
"3620","agree"
"3621","agree"
"3622","agree"
"3623","disagree"
"3624","agree"
"3625","agree"
"3626","agree"
"3627","disagree"
"3628","agree"
"3629","disagree"
"3630","agree"
"3631","agree"
"3632","agree"
"3633","agree"
"3634","agree"
"3635","agree"
"3636","agree"
"3637","disagree"
"3638","agree"
"3639","agree"
"3640","agree"
"3641","agree"
"3642","agree"
"3643","agree"
"3644","agree"
"3645","disagree"
"3646","disagree"
"3647","agree"
"3648","agree"
"3649","agree"
"3650","agree"
"3651","agree"
"3652","agree"
"3653","agree"
"3654","agree"
"3655","agree"
"3656","agree"
"3657","agree"
"3658","agree"
"3659","agree"
"3660","agree"
"3661","agree"
"3662","agree"
"3663","agree"
"3664","agree"
"3665","agree"
"3666","agree"
"3667","agree"
"3668","agree"
"3669","agree"
"3670","agree"
"3671","agree"
"3672","disagree"
"3673","disagree"
"3674","agree"
"3675","agree"
"3676","agree"
"3677","agree"
"3678","agree"
"3679","agree"
"3680","disagree"
"3681","agree"
"3682","agree"
"3683","agree"
"3684","disagree"
"3685","agree"
"3686","agree"
"3687","agree"
"3688","agree"
"3689","agree"
"3690","agree"
"3691","agree"
"3692","agree"
"3693","agree"
"3694","agree"
"3695","agree"
"3696","agree"
"3697","agree"
"3698","agree"
"3699","agree"
"3700","agree"
"3701","agree"
"3702","agree"
"3703","agree"
"3704","agree"
"3705","agree"
"3706","agree"
"3707","agree"
"3708","disagree"
"3709","disagree"
"3710","agree"
"3711","agree"
"3712","agree"
"3713","agree"
"3714","agree"
"3715","agree"
"3716","agree"
"3717","agree"
"3718","disagree"
"3719","disagree"
"3720","agree"
"3721","disagree"
"3722","agree"
"3723","agree"
"3724","agree"
"3725","disagree"
"3726","disagree"
"3727","agree"
"3728","disagree"
"3729","disagree"
"3730","agree"
"3731","agree"
"3732","agree"
"3733","agree"
"3734","agree"
"3735","disagree"
"3736","agree"
"3737","agree"
"3738","agree"
"3739","agree"
"3740","agree"
"3741","agree"
"3742","disagree"
"3743","agree"
"3744","agree"
"3745","agree"
"3746","disagree"
"3747","agree"
"3748","agree"
"3749","agree"
"3750","agree"
"3751","agree"
"3752","agree"
"3753","disagree"
"3754","agree"
"3755","agree"
"3756","agree"
"3757","disagree"
"3758","agree"
"3759","disagree"
"3760","agree"
"3761","agree"
"3762","agree"
"3763","agree"
"3764","agree"
"3765","agree"
"3766","agree"
"3767","agree"
"3768","agree"
"3769","agree"
"3770","agree"
"3771","agree"
"3772","disagree"
"3773","agree"
"3774","agree"
"3775","agree"
"3776","agree"
"3777","agree"
"3778","disagree"
"3779","agree"
"3780","agree"
"3781","agree"
"3782","agree"
"3783","agree"
"3784","agree"
"3785","agree"
"3786","agree"
"3787","agree"
"3788","agree"
"3789","agree"
"3790","agree"
"3791","agree"
"3792","agree"
"3793","agree"
"3794","agree"
"3795","agree"
"3796","disagree"
"3797","agree"
"3798","agree"
"3799","agree"
"3800","agree"
"3801","agree"
"3802","agree"
"3803","agree"
"3804","agree"
"3805","disagree"
"3806","agree"
"3807","agree"
"3808","agree"
"3809","agree"
"3810","agree"
"3811","agree"
"3812","agree"
"3813","agree"
"3814","agree"
"3815","disagree"
"3816","agree"
"3817","agree"
"3818","agree"
"3819","agree"
"3820","disagree"
"3821","agree"
"3822","agree"
"3823","agree"
"3824","agree"
"3825","agree"
"3826","disagree"
"3827","agree"
"3828","agree"
"3829","agree"
"3830","agree"
"3831","agree"
"3832","agree"
"3833","agree"
"3834","agree"
"3835","agree"
"3836","agree"
"3837","agree"
"3838","agree"
"3839","agree"
"3840","agree"
"3841","agree"
"3842","agree"
"3843","agree"
"3844","agree"
"3845","disagree"
"3846","agree"
"3847","agree"
"3848","agree"
"3849","agree"
"3850","agree"
"3851","agree"
"3852","agree"
"3853","agree"
"3854","agree"
"3855","agree"
"3856","disagree"
"3857","disagree"
"3858","agree"
"3859","agree"
"3860","agree"
"3861","agree"
"3862","agree"
"3863","agree"
"3864","agree"
"3865","agree"
"3866","disagree"
"3867","agree"
"3868","agree"
"3869","agree"
"3870","agree"
"3871","agree"
"3872","agree"
"3873","agree"
"3874","agree"
"3875","disagree"
"3876","disagree"
"3877","agree"
"3878","agree"
"3879","agree"
"3880","agree"
"3881","agree"
"3882","agree"
"3883","agree"
"3884","agree"
"3885","agree"
"3886","agree"
"3887","agree"
"3888","agree"
"3889","agree"
"3890","agree"
"3891","agree"
"3892","agree"
"3893","agree"
"3894","agree"
"3895","agree"
"3896","agree"
"3897","agree"
"3898","agree"
"3899","agree"
"3900","agree"
"3901","agree"
"3902","agree"
"3903","agree"
"3904","agree"
"3905","agree"
"3906","agree"
"3907","agree"
"3908","agree"
"3909","agree"
"3910","agree"
"3911","agree"
"3912","agree"
"3913","agree"
"3914","agree"
"3915","agree"
"3916","agree"
"3917","agree"
"3918","agree"
"3919","agree"
"3920","agree"
"3921","agree"
"3922","agree"
"3923","agree"
"3924","disagree"
"3925","agree"
"3926","agree"
"3927","agree"
"3928","agree"
"3929","disagree"
"3930","agree"
"3931","agree"
"3932","agree"
"3933","agree"
"3934","agree"
"3935","agree"
"3936","agree"
"3937","agree"
"3938","agree"
"3939","agree"
"3940","agree"
"3941","agree"
"3942","agree"
"3943","agree"
"3944","disagree"
"3945","agree"
"3946","agree"
"3947","agree"
"3948","agree"
"3949","disagree"
"3950","agree"
"3951","agree"
"3952","agree"
"3953","agree"
"3954","agree"
"3955","agree"
"3956","agree"
"3957","agree"
"3958","disagree"
"3959","agree"
"3960","agree"
"3961","disagree"
"3962","agree"
"3963","agree"
"3964","agree"
"3965","disagree"
"3966","agree"
"3967","agree"
"3968","disagree"
"3969","agree"
"3970","agree"
"3971","agree"
"3972","agree"
"3973","disagree"
"3974","disagree"
"3975","agree"
"3976","agree"
"3977","agree"
"3978","agree"
"3979","agree"
"3980","agree"
"3981","agree"
"3982","agree"
"3983","agree"
"3984","agree"
"3985","agree"
"3986","agree"
"3987","disagree"
"3988","agree"
"3989","agree"
"3990","agree"
"3991","agree"
"3992","agree"
"3993","agree"
"3994","agree"
"3995","agree"
"3996","agree"
"3997","agree"
"3998","agree"
"3999","agree"
"4000","disagree"
"4001","agree"
"4002","agree"
"4003","agree"
"4004","agree"
"4005","agree"
"4006","agree"
"4007","agree"
"4008","agree"
"4009","agree"
"4010","disagree"
"4011","agree"
"4012","agree"
"4013","disagree"
"4014","agree"
"4015","disagree"
"4016","agree"
"4017","agree"
"4018","agree"
"4019","agree"
"4020","agree"
"4021","agree"
"4022","agree"
"4023","agree"
"4024","agree"
"4025","agree"
"4026","agree"
"4027","disagree"
"4028","agree"
"4029","agree"
"4030","agree"
"4031","agree"
"4032","agree"
"4033","agree"
"4034","agree"
"4035","agree"
"4036","agree"
"4037","agree"
"4038","disagree"
"4039","agree"
"4040","agree"
"4041","agree"
"4042","agree"
"4043","agree"
"4044","agree"
"4045","disagree"
"4046","agree"
"4047","disagree"
"4048","agree"
"4049","disagree"
"4050","agree"
"4051","disagree"
"4052","agree"
"4053","disagree"
"4054","agree"
"4055","agree"
"4056","agree"
"4057","disagree"
"4058","disagree"
"4059","agree"
"4060","agree"
"4061","agree"
"4062","agree"
"4063","agree"
"4064","agree"
"4065","agree"
"4066","agree"
"4067","disagree"
"4068","agree"
"4069","agree"
"4070","agree"
"4071","agree"
"4072","agree"
"4073","agree"
"4074","agree"
"4075","disagree"
"4076","agree"
"4077","agree"
"4078","agree"
"4079","agree"
"4080","agree"
"4081","disagree"
"4082","agree"
"4083","agree"
"4084","disagree"
"4085","agree"
"4086","agree"
"4087","agree"
"4088","agree"
"4089","disagree"
"4090","agree"
"4091","agree"
"4092","agree"
"4093","agree"
"4094","agree"
"4095","disagree"
"4096","agree"
"4097","disagree"
"4098","disagree"
"4099","disagree"
"4100","agree"
"4101","agree"
"4102","agree"
"4103","agree"
"4104","agree"
"4105","agree"
"4106","disagree"
"4107","agree"
"4108","agree"
"4109","disagree"
"4110","agree"
"4111","agree"
"4112","disagree"
"4113","agree"
"4114","agree"
"4115","disagree"
"4116","agree"
"4117","agree"
"4118","disagree"
"4119","agree"
"4120","disagree"
"4121","agree"
"4122","agree"
"4123","disagree"
"4124","agree"
"4125","agree"
"4126","agree"
"4127","agree"
"4128","agree"
"4129","disagree"
"4130","agree"
"4131","agree"
"4132","agree"
"4133","agree"
"4134","disagree"
"4135","agree"
"4136","agree"
"4137","agree"
"4138","agree"
"4139","agree"
"4140","agree"
"4141","agree"
"4142","agree"
"4143","agree"
"4144","agree"
"4145","agree"
"4146","agree"
"4147","agree"
"4148","agree"
"4149","disagree"
"4150","agree"
"4151","agree"
"4152","agree"
"4153","disagree"
"4154","agree"
"4155","agree"
"4156","agree"
"4157","agree"
"4158","agree"
"4159","disagree"
"4160","agree"
"4161","agree"
"4162","disagree"
"4163","agree"
"4164","agree"
"4165","agree"
"4166","disagree"
"4167","agree"
"4168","agree"
"4169","agree"
"4170","agree"
"4171","agree"
"4172","agree"
"4173","agree"
"4174","agree"
"4175","agree"
"4176","agree"
"4177","agree"
"4178","agree"
"4179","disagree"
"4180","disagree"
"4181","agree"
"4182","disagree"
"4183","disagree"
"4184","agree"
"4185","agree"
"4186","agree"
"4187","agree"
"4188","agree"
"4189","agree"
"4190","agree"
"4191","agree"
"4192","agree"
"4193","agree"
"4194","agree"
"4195","agree"
"4196","agree"
"4197","agree"
"4198","disagree"
"4199","agree"
"4200","agree"
"4201","disagree"
"4202","disagree"
"4203","agree"
"4204","disagree"
"4205","agree"
"4206","agree"
"4207","agree"
"4208","disagree"
"4209","agree"
"4210","agree"
"4211","agree"
"4212","agree"
"4213","agree"
"4214","agree"
"4215","disagree"
"4216","agree"
"4217","agree"
"4218","agree"
"4219","agree"
"4220","agree"
"4221","agree"
"4222","agree"
"4223","agree"
"4224","agree"
"4225","agree"
"4226","agree"
"4227","agree"
"4228","agree"
"4229","agree"
"4230","agree"
"4231","agree"
"4232","agree"
"4233","agree"
"4234","agree"
"4235","agree"
"4236","agree"
"4237","agree"
"4238","agree"
"4239","agree"
"4240","disagree"
"4241","agree"
"4242","agree"
"4243","agree"
"4244","agree"
"4245","agree"
"4246","agree"
"4247","agree"
"4248","agree"
"4249","agree"
"4250","agree"
"4251","agree"
"4252","agree"
"4253","agree"
"4254","agree"
"4255","agree"
"4256","disagree"
"4257","agree"
"4258","agree"
"4259","agree"
"4260","disagree"
"4261","disagree"
"4262","agree"
"4263","agree"
"4264","agree"
"4265","agree"
"4266","agree"
"4267","agree"
"4268","agree"
"4269","agree"
"4270","agree"
"4271","agree"
"4272","agree"
"4273","agree"
"4274","agree"
"4275","agree"
"4276","agree"
"4277","disagree"
"4278","agree"
"4279","disagree"
"4280","agree"
"4281","agree"
"4282","disagree"
"4283","agree"
"4284","agree"
"4285","agree"
"4286","agree"
"4287","agree"
"4288","agree"
"4289","agree"
"4290","agree"
"4291","agree"
"4292","disagree"
"4293","disagree"
"4294","agree"
"4295","agree"
"4296","agree"
"4297","agree"
"4298","disagree"
"4299","agree"
"4300","agree"
"4301","agree"
"4302","agree"
"4303","agree"
"4304","agree"
"4305","disagree"
"4306","agree"
"4307","agree"
"4308","agree"
"4309","agree"
"4310","disagree"
"4311","agree"
"4312","agree"
"4313","agree"
"4314","agree"
"4315","agree"
"4316","agree"
"4317","agree"
"4318","agree"
"4319","disagree"
"4320","agree"
"4321","disagree"
"4322","agree"
"4323","agree"
"4324","agree"
"4325","agree"
"4326","agree"
"4327","agree"
"4328","agree"
"4329","agree"
"4330","disagree"
"4331","agree"
"4332","agree"
"4333","agree"
"4334","agree"
"4335","agree"
"4336","agree"
"4337","disagree"
"4338","agree"
"4339","agree"
"4340","agree"
"4341","disagree"
"4342","agree"
"4343","agree"
"4344","agree"
"4345","agree"
"4346","agree"
"4347","agree"
"4348","agree"
"4349","disagree"
"4350","agree"
"4351","agree"
"4352","agree"
"4353","agree"
"4354","agree"
"4355","disagree"
"4356","agree"
"4357","agree"
"4358","agree"
"4359","agree"
"4360","agree"
"4361","agree"
"4362","agree"
"4363","agree"
"4364","agree"
"4365","agree"
"4366","disagree"
"4367","agree"
"4368","agree"
"4369","agree"
"4370","agree"
"4371","agree"
"4372","disagree"
"4373","agree"
"4374","agree"
"4375","disagree"
"4376","agree"
"4377","disagree"
"4378","disagree"
"4379","agree"
"4380","agree"
"4381","agree"
"4382","agree"
"4383","agree"
"4384","agree"
"4385","agree"
"4386","agree"
"4387","agree"
"4388","agree"
"4389","agree"
"4390","agree"
"4391","agree"
"4392","agree"
"4393","agree"
"4394","disagree"
"4395","agree"
"4396","agree"
"4397","agree"
"4398","agree"
"4399","agree"
"4400","agree"
"4401","agree"
"4402","disagree"
"4403","agree"
"4404","disagree"
"4405","agree"
"4406","agree"
"4407","agree"
"4408","agree"
"4409","agree"
"4410","agree"
"4411","agree"
"4412","agree"
"4413","agree"
"4414","agree"
"4415","agree"
"4416","agree"
"4417","agree"
"4418","agree"
"4419","disagree"
"4420","agree"
"4421","agree"
"4422","agree"
"4423","agree"
"4424","agree"
"4425","agree"
"4426","agree"
"4427","agree"
"4428","agree"
"4429","agree"
"4430","agree"
"4431","agree"
"4432","agree"
"4433","agree"
"4434","agree"
"4435","disagree"
"4436","agree"
"4437","agree"
"4438","disagree"
"4439","agree"
"4440","agree"
"4441","agree"
"4442","agree"
"4443","agree"
"4444","agree"
"4445","agree"
"4446","agree"
"4447","agree"
"4448","agree"
"4449","agree"
"4450","agree"
"4451","agree"
"4452","agree"
"4453","agree"
"4454","agree"
"4455","disagree"
"4456","disagree"
"4457","agree"
"4458","disagree"
"4459","agree"
"4460","agree"
"4461","disagree"
"4462","disagree"
"4463","agree"
"4464","agree"
"4465","disagree"
"4466","agree"
"4467","agree"
"4468","agree"
"4469","agree"
"4470","agree"
"4471","agree"
"4472","agree"
"4473","agree"
"4474","agree"
"4475","agree"
"4476","agree"
"4477","disagree"
"4478","agree"
"4479","agree"
"4480","agree"
"4481","agree"
"4482","agree"
"4483","agree"
"4484","agree"
"4485","agree"
"4486","agree"
"4487","agree"
"4488","agree"
"4489","agree"
"4490","agree"
"4491","agree"
"4492","agree"
"4493","agree"
"4494","agree"
"4495","agree"
"4496","agree"
"4497","agree"
"4498","agree"
"4499","agree"
"4500","agree"
"4501","agree"
"4502","agree"
"4503","agree"
"4504","agree"
"4505","agree"
"4506","agree"
"4507","agree"
"4508","agree"
"4509","agree"
"4510","agree"
"4511","agree"
"4512","agree"
"4513","agree"
"4514","agree"
"4515","agree"
"4516","agree"
"4517","disagree"
"4518","agree"
"4519","agree"
"4520","agree"
"4521","agree"
"4522","agree"
"4523","disagree"
"4524","agree"
"4525","agree"
"4526","agree"
"4527","agree"
"4528","agree"
"4529","agree"
"4530","disagree"
"4531","agree"
"4532","agree"
"4533","disagree"
"4534","agree"
"4535","disagree"
"4536","disagree"
"4537","agree"
"4538","agree"
"4539","agree"
"4540","disagree"
"4541","agree"
"4542","agree"
"4543","agree"
"4544","disagree"
"4545","disagree"
"4546","disagree"
"4547","agree"
"4548","agree"
"4549","disagree"
"4550","disagree"
"4551","agree"
"4552","agree"
"4553","disagree"
"4554","agree"
"4555","disagree"
"4556","agree"
"4557","agree"
"4558","agree"
"4559","disagree"
"4560","agree"
"4561","agree"
"4562","agree"
"4563","agree"
"4564","agree"
"4565","agree"
"4566","agree"
"4567","agree"
"4568","agree"
"4569","agree"
"4570","disagree"
"4571","agree"
"4572","disagree"
"4573","agree"
"4574","agree"
"4575","agree"
"4576","agree"
"4577","disagree"
"4578","disagree"
"4579","agree"
"4580","agree"
"4581","agree"
"4582","disagree"
"4583","agree"
"4584","agree"
"4585","disagree"
"4586","agree"
"4587","agree"
"4588","agree"
"4589","agree"
"4590","agree"
"4591","agree"
"4592","agree"
"4593","disagree"
"4594","agree"
"4595","disagree"
"4596","agree"
"4597","agree"
"4598","disagree"
"4599","agree"
"4600","agree"
"4601","agree"
"4602","agree"
"4603","agree"
"4604","agree"
"4605","agree"
"4606","agree"
"4607","agree"
"4608","agree"
"4609","disagree"
"4610","agree"
"4611","agree"
"4612","agree"
"4613","agree"
"4614","agree"
"4615","agree"
"4616","agree"
"4617","agree"
"4618","disagree"
"4619","disagree"
"4620","agree"
"4621","disagree"
"4622","agree"
"4623","agree"
"4624","agree"
"4625","agree"
"4626","agree"
"4627","agree"
"4628","agree"
"4629","agree"
"4630","agree"
"4631","agree"
"4632","agree"
"4633","agree"
"4634","agree"
"4635","disagree"
"4636","agree"
"4637","agree"
"4638","agree"
"4639","agree"
"4640","disagree"
"4641","disagree"
"4642","agree"
"4643","agree"
"4644","disagree"
"4645","agree"
"4646","disagree"
"4647","agree"
"4648","agree"
"4649","disagree"
"4650","agree"
"4651","agree"
"4652","agree"
"4653","disagree"
"4654","agree"
"4655","disagree"
"4656","agree"
"4657","agree"
"4658","agree"
"4659","disagree"
"4660","agree"
"4661","agree"
"4662","agree"
"4663","disagree"
"4664","disagree"
"4665","disagree"
"4666","agree"
"4667","agree"
"4668","disagree"
"4669","agree"
"4670","agree"
"4671","disagree"
"4672","disagree"
"4673","agree"
"4674","agree"
"4675","disagree"
"4676","disagree"
"4677","agree"
"4678","agree"
"4679","agree"
"4680","agree"
"4681","agree"
"4682","agree"
"4683","agree"
"4684","agree"
"4685","agree"
"4686","agree"
"4687","agree"
"4688","agree"
"4689","agree"
"4690","agree"
"4691","disagree"
"4692","disagree"
"4693","disagree"
"4694","agree"
"4695","agree"
"4696","agree"
"4697","agree"
"4698","agree"
"4699","disagree"
"4700","agree"
"4701","agree"
"4702","agree"
"4703","agree"
"4704","agree"
"4705","agree"
"4706","agree"
"4707","agree"
"4708","disagree"
"4709","agree"
"4710","agree"
"4711","disagree"
"4712","agree"
"4713","disagree"
"4714","agree"
"4715","agree"
"4716","disagree"
"4717","agree"
"4718","agree"
"4719","agree"
"4720","agree"
"4721","disagree"
"4722","agree"
"4723","agree"
"4724","agree"
"4725","agree"
"4726","agree"
"4727","agree"
"4728","agree"
"4729","agree"
"4730","agree"
"4731","agree"
"4732","disagree"
"4733","agree"
"4734","agree"
"4735","agree"
"4736","disagree"
"4737","agree"
"4738","disagree"
"4739","agree"
"4740","agree"
"4741","agree"
"4742","disagree"
"4743","disagree"
"4744","agree"
"4745","agree"
"4746","agree"
"4747","agree"
"4748","agree"
"4749","disagree"
"4750","agree"
"4751","disagree"
"4752","agree"
"4753","agree"
"4754","disagree"
"4755","agree"
"4756","agree"
"4757","agree"
"4758","disagree"
"4759","agree"
"4760","disagree"
"4761","disagree"
"4762","agree"
"4763","agree"
"4764","agree"
"4765","agree"
"4766","agree"
"4767","agree"
"4768","agree"
"4769","agree"
"4770","disagree"
"4771","agree"
"4772","agree"
"4773","disagree"
"4774","agree"
"4775","disagree"
"4776","agree"
"4777","agree"
"4778","agree"
"4779","agree"
"4780","agree"
"4781","agree"
"4782","agree"
"4783","agree"
"4784","agree"
"4785","agree"
"4786","agree"
"4787","agree"
"4788","agree"
"4789","agree"
"4790","agree"
"4791","disagree"
"4792","disagree"
"4793","agree"
"4794","agree"
"4795","agree"
"4796","agree"
"4797","agree"
"4798","agree"
"4799","agree"
"4800","agree"
"4801","agree"
"4802","disagree"
"4803","agree"
"4804","agree"
"4805","agree"
"4806","agree"
"4807","agree"
"4808","agree"
"4809","agree"
"4810","agree"
"4811","disagree"
"4812","agree"
"4813","agree"
"4814","agree"
"4815","agree"
"4816","disagree"
"4817","agree"
"4818","agree"
"4819","disagree"
"4820","agree"
"4821","agree"
"4822","disagree"
"4823","agree"
"4824","disagree"
"4825","disagree"
"4826","agree"
"4827","disagree"
"4828","disagree"
"4829","agree"
"4830","agree"
"4831","agree"
"4832","agree"
"4833","agree"
"4834","disagree"
"4835","disagree"
"4836","disagree"
"4837","agree"
"4838","agree"
"4839","agree"
"4840","disagree"
"4841","agree"
"4842","agree"
"4843","agree"
"4844","agree"
"4845","disagree"
"4846","agree"
"4847","agree"
"4848","agree"
"4849","agree"
"4850","agree"
"4851","agree"
"4852","disagree"
"4853","agree"
"4854","disagree"
"4855","disagree"
"4856","agree"
"4857","disagree"
"4858","agree"
"4859","agree"
"4860","agree"
"4861","agree"
"4862","agree"
"4863","disagree"
"4864","disagree"
"4865","disagree"
"4866","agree"
"4867","agree"
"4868","agree"
"4869","disagree"
"4870","agree"
"4871","disagree"
"4872","agree"
"4873","agree"
"4874","disagree"
"4875","disagree"
"4876","agree"
"4877","agree"
"4878","agree"
"4879","agree"
"4880","agree"
"4881","agree"
"4882","agree"
"4883","agree"
"4884","disagree"
"4885","agree"
"4886","disagree"
"4887","agree"
"4888","agree"
"4889","disagree"
"4890","agree"
"4891","agree"
"4892","agree"
"4893","agree"
"4894","disagree"
"4895","agree"
"4896","agree"
"4897","disagree"
"4898","agree"
"4899","agree"
"4900","agree"
"4901","agree"
"4902","agree"
"4903","disagree"
"4904","agree"
"4905","agree"
"4906","agree"
"4907","disagree"
"4908","agree"
"4909","agree"
"4910","agree"
"4911","disagree"
"4912","agree"
"4913","agree"
"4914","agree"
"4915","agree"
"4916","agree"
"4917","agree"
"4918","agree"
"4919","agree"
"4920","agree"
"4921","agree"
"4922","agree"
"4923","agree"
"4924","agree"
"4925","agree"
"4926","agree"
"4927","agree"
"4928","agree"
"4929","agree"
"4930","agree"
"4931","disagree"
"4932","agree"
"4933","agree"
"4934","agree"
"4935","agree"
"4936","agree"
"4937","disagree"
"4938","agree"
"4939","agree"
"4940","agree"
"4941","agree"
"4942","disagree"
"4943","agree"
"4944","agree"
"4945","agree"
"4946","agree"
"4947","agree"
"4948","agree"
"4949","disagree"
"4950","agree"
"4951","agree"
"4952","agree"
"4953","agree"
"4954","agree"
"4955","agree"
"4956","agree"
"4957","agree"
"4958","agree"
"4959","disagree"
"4960","agree"
"4961","disagree"
"4962","agree"
"4963","agree"
"4964","disagree"
"4965","agree"
"4966","disagree"
"4967","agree"
"4968","agree"
"4969","agree"
"4970","agree"
"4971","agree"
"4972","agree"
"4973","disagree"
"4974","agree"
"4975","agree"
"4976","agree"
"4977","agree"
"4978","agree"
"4979","agree"
"4980","agree"
"4981","agree"
"4982","agree"
"4983","agree"
"4984","agree"
"4985","agree"
"4986","disagree"
"4987","agree"
"4988","agree"
"4989","disagree"
"4990","agree"
"4991","agree"
"4992","agree"
"4993","agree"
"4994","agree"
"4995","agree"
"4996","agree"
"4997","agree"
"4998","agree"
"4999","agree"
"5000","agree"
"5001","agree"
"5002","agree"
"5003","agree"
"5004","agree"
"5005","disagree"
"5006","agree"
"5007","agree"
"5008","agree"
"5009","agree"
"5010","agree"
"5011","agree"
"5012","agree"
"5013","agree"
"5014","agree"
"5015","disagree"
"5016","agree"
"5017","agree"
"5018","agree"
"5019","agree"
"5020","disagree"
"5021","agree"
"5022","agree"
"5023","agree"
"5024","agree"
"5025","disagree"
"5026","disagree"
"5027","agree"
"5028","agree"
"5029","agree"
"5030","agree"
"5031","agree"
"5032","disagree"
"5033","agree"
"5034","agree"
"5035","disagree"
"5036","agree"
"5037","agree"
"5038","agree"
"5039","agree"
"5040","disagree"
"5041","agree"
"5042","agree"
"5043","agree"
"5044","disagree"
"5045","agree"
"5046","disagree"
"5047","disagree"
"5048","agree"
"5049","agree"
"5050","agree"
"5051","disagree"
"5052","disagree"
"5053","agree"
"5054","agree"
"5055","agree"
"5056","agree"
"5057","agree"
"5058","agree"
"5059","agree"
"5060","agree"
"5061","agree"
"5062","disagree"
"5063","disagree"
"5064","agree"
"5065","agree"
"5066","agree"
"5067","agree"
"5068","disagree"
"5069","agree"
"5070","disagree"
"5071","agree"
"5072","agree"
"5073","agree"
"5074","agree"
"5075","agree"
"5076","agree"
"5077","agree"
"5078","agree"
"5079","disagree"
"5080","agree"
"5081","agree"
"5082","agree"
"5083","agree"
"5084","disagree"
"5085","disagree"
"5086","disagree"
"5087","agree"
"5088","agree"
"5089","agree"
"5090","agree"
"5091","agree"
"5092","disagree"
"5093","agree"
"5094","disagree"
"5095","agree"
"5096","agree"
"5097","disagree"
"5098","agree"
"5099","disagree"
"5100","agree"
"5101","disagree"
"5102","agree"
"5103","disagree"
"5104","agree"
"5105","agree"
"5106","agree"
"5107","agree"
"5108","agree"
"5109","agree"
"5110","agree"
"5111","agree"
"5112","agree"
"5113","agree"
"5114","disagree"
"5115","agree"
"5116","disagree"
"5117","agree"
"5118","agree"
"5119","disagree"
"5120","agree"
"5121","agree"
"5122","agree"
"5123","agree"
"5124","agree"
"5125","agree"
"5126","agree"
"5127","agree"
"5128","agree"
"5129","agree"
"5130","disagree"
"5131","agree"
"5132","disagree"
"5133","disagree"
"5134","agree"
"5135","agree"
"5136","disagree"
"5137","agree"
"5138","agree"
"5139","agree"
"5140","agree"
"5141","agree"
"5142","disagree"
"5143","agree"
"5144","agree"
"5145","agree"
"5146","agree"
"5147","agree"
"5148","agree"
"5149","agree"
"5150","agree"
"5151","agree"
"5152","agree"
"5153","agree"
"5154","agree"
"5155","agree"
"5156","agree"
"5157","agree"
"5158","agree"
"5159","agree"
"5160","agree"
"5161","agree"
"5162","agree"
"5163","agree"
"5164","agree"
"5165","agree"
"5166","agree"
"5167","disagree"
"5168","agree"
"5169","agree"
"5170","disagree"
"5171","agree"
"5172","agree"
"5173","agree"
"5174","agree"
"5175","agree"
"5176","disagree"
"5177","disagree"
"5178","agree"
"5179","agree"
"5180","agree"
"5181","agree"
"5182","disagree"
"5183","agree"
"5184","disagree"
"5185","agree"
"5186","agree"
"5187","agree"
"5188","disagree"
"5189","agree"
"5190","agree"
"5191","agree"
"5192","agree"
"5193","disagree"
"5194","agree"
"5195","agree"
"5196","agree"
"5197","agree"
"5198","agree"
"5199","agree"
"5200","agree"
"5201","agree"
"5202","disagree"
"5203","agree"
"5204","agree"
"5205","agree"
"5206","agree"
"5207","agree"
"5208","agree"
"5209","agree"
"5210","agree"
"5211","agree"
"5212","disagree"
"5213","agree"
"5214","agree"
"5215","disagree"
"5216","disagree"
"5217","agree"
"5218","disagree"
"5219","agree"
"5220","agree"
"5221","disagree"
"5222","disagree"
"5223","agree"
"5224","agree"
"5225","agree"
"5226","disagree"
"5227","agree"
"5228","agree"
"5229","agree"
"5230","agree"
"5231","agree"
"5232","agree"
"5233","agree"
"5234","agree"
"5235","agree"
"5236","agree"
"5237","disagree"
"5238","agree"
"5239","disagree"
"5240","agree"
"5241","agree"
"5242","agree"
"5243","disagree"
"5244","agree"
"5245","disagree"
"5246","agree"
"5247","disagree"
"5248","disagree"
"5249","agree"
"5250","agree"
"5251","agree"
"5252","disagree"
"5253","agree"
"5254","agree"
"5255","disagree"
"5256","disagree"
"5257","agree"
"5258","disagree"
"5259","agree"
